,DEVICE,DTYPE,SEED,DATA,ARCHITECTURE,STEIN,BAYESIAN,LIKELIHOOD_STD,BW,N_MODELS,OPTIMIZER,LR,BATCH_SIZE,EARLY_STOPPING,STRIDE,WEIGHTING,MAKE_GIF,TITLE,HOW_OFTEN,INITIAL_FRAME_REPETITIONS,FINAL_FRAME_REPETITIONS,HOW_MANY_INDIVIDUAL_PREDICTIONS,VISUALIZE_DISTRIBUTION_USING_QUANTILES,EXTRA_STD,SHOW_DIAGNOSTICS,SHOW_PLOT,tuning_count,total_iter,best_iter,epochs_completed,compute_time,patience,delta,stride,train_acc,METRIC_rmse_of_median,METRIC_rmse_of_mean,METRIC_mae_of_median,METRIC_mae_of_mean,METRIC_max_norm_of_median,METRIC_max_norm_of_mean,METRIC_median_energy_score,METRIC_coverage,METRIC_median_avg_inverval_score,METRIC_uncertainty_vs_accuracy_slope_quantile,METRIC_uncertainty_vs_accuracy_cor_quantile,METRIC_extrapolation_uncertainty_vs_proximity_slope_quantile,METRIC_uncertainty_vs_proximity_cor_quantile,METRIC_interpolation_uncertainty_vs_proximity_slope_quantile,METRIC_extrapolation_uncertainty_spread_quantile,METRIC_interpolation_uncertainty_spread_quantile,filename,STATE_DICT_PATH
28,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.1,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,9,10000.0,8749,10000,294.64370584487915,,,,-53.27816975911458,0.02951829694211483,0.028340188786387444,0.023596325889229774,0.02368171513080597,0.07901415228843689,0.07253687083721161,0.02600785717368126,1.0,0.35124242305755615,4.700897837081761,0.25050592468723737,0.04735329326617986,0.04602043772627529,0.009768843401838999,0.18010616302490234,0.14275558292865753,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_01-34-37.json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_01-34-37.pth
29,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.01,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,10,20000.0,19599,20000,586.7902884483337,,,,-87.00222880045573,0.018526634201407433,0.018647264689207077,0.013712768442928791,0.013926143757998943,0.055056989192962646,0.05262783169746399,0.00633690319955349,0.6666666865348816,0.03856021165847778,-0.04701692825267272,-0.010932554805043073,0.25767927412982783,0.7209247516072186,0.039230012233131405,0.20055758953094482,0.03273890167474747,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_01-49-18 (1).json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_01-49-18 (1).pth
30,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.01,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,10,30000.0,29799,30000,877.7547345161438,,,,-87.62962392171224,0.018337037414312363,0.01858879067003727,0.01336689479649067,0.013461762107908726,0.051961928606033325,0.0520344078540802,0.005584613885730505,0.7000000476837158,0.036610692739486694,-1.0856577344303384,-0.23325997441436133,0.24861862702321924,0.7630021691368905,0.041136402203363905,0.19096344709396362,0.03119950369000435,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_01-49-18 (2).json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_01-49-18 (2).pth
31,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.01,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,10,10000.0,9849,10000,291.5637295246124,,,,-85.47485555013021,0.018818993121385574,0.018938742578029633,0.014375568367540836,0.014593441039323807,0.049326151609420776,0.04981735348701477,0.006738607306033373,0.6666666865348816,0.040190428495407104,0.04018301477810657,0.00824940311181419,0.20829487638479088,0.737372432736715,0.032764512141474106,0.1847211718559265,0.02588619291782379,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_01-49-18.json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_01-49-18.pth
32,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.001,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,11,20000.0,6199,20000,580.3907635211945,,,,3206.180696614583,0.019329413771629333,0.01908767968416214,0.014477432705461979,0.01420347485691309,0.05086579918861389,0.05066180229187012,0.009360991418361664,0.2666666805744171,0.022723771631717682,0.07078137841656297,0.029644685188729432,0.25697377098546237,0.9771460646634791,0.0742961098775317,0.19115620851516724,0.031806785613298416,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_02-03-59 (1).json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_02-03-59 (1).pth
33,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.001,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,11,22049.0,6199,22048,638.0507562160492,25.0,0.05,15.0,3191.3433756510417,0.019416628405451775,0.01915873773396015,0.01440662331879139,0.014225061051547527,0.051489681005477905,0.051079779863357544,0.009835660457611084,0.30000001192092896,0.023267604410648346,0.026119664047451873,0.017142353581826017,0.27793736895030713,0.9626203648526643,0.06787817240698155,0.20339396595954895,0.028225645422935486,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_02-03-59 (2).json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_02-03-59 (2).pth
34,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.001,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,11,24549.0,6199,24548,711.8679287433624,75.0,0.05,15.0,3177.45986328125,0.019495707005262375,0.019245540723204613,0.01458154059946537,0.014344689436256886,0.051151424646377563,0.05111265182495117,0.009747406467795372,0.2666666805744171,0.023299768567085266,0.06630199361729053,0.047448930754612526,0.28337169983655125,0.9390270540794473,0.062368688045102365,0.210615873336792,0.025900181382894516,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_02-03-59 (3).json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_02-03-59 (3).pth
35,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.001,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,11,30000.0,6199,30000,867.4273691177368,,,,3126.2527018229166,0.01930985227227211,0.0192063320428133,0.014350146986544132,0.014312325045466423,0.05030319094657898,0.050020039081573486,0.008272131904959679,0.30000001192092896,0.02102511376142502,0.41007287333199693,0.2313593087240553,0.3231907761328446,0.9553673764127043,0.08139779891884022,0.2366887927055359,0.03255407512187958,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_02-03-59 (4).json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_02-03-59 (4).pth
36,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,False,True,0.001,,30,Adam,0.001,64,True,15,NAIVE,False,title of my gif,50,24,48,6,True,True,False,False,11,10000.0,6199,10000,287.4202170372009,,,,3305.9562174479165,0.018613113090395927,0.018781565129756927,0.014012126252055168,0.014074576087296009,0.050456732511520386,0.05041542649269104,0.009510155767202377,0.23333334922790527,0.02347136102616787,-0.06486215249877016,-0.015155734676613802,0.224811853386983,0.9330125525820756,0.0739915374523887,0.1555696725845337,0.03429517149925232,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_02-03-59.json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_02-03-59.pth
37,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_500_500_500_500,False,True,0.01,,30,Adam,0.0005,64,True,15,STANDARD,False,title of my gif,50,24,48,6,True,True,False,False,12,20000.0,19699,20000,897.6970775127411,,,,-41598494.13333333,0.027280226349830627,0.02715247869491577,0.018370339646935463,0.018373068422079086,0.11210435628890991,0.11008399724960327,0.008569297380745411,0.5333333611488342,0.03603142499923706,0.010617840868187652,0.01055485427814297,0.09865343671050883,-0.013703085513372184,-0.00031298820818574755,0.09501439332962036,0.018024809658527374,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\2025-05-17_02-18-30 (1).json,C:\Users\thoma\AppData\Local\Programs\Python\Python310\multiverse\functional_bnns\bnns\experiments\paper\univar\ensemble\Bayesian\mode\hyperparameter_search\experimental_models\2025-05-17_02-18-30 (1).pth
